entry;description;PoS;PoS detail;alternatives
glencore;;PROPN_ORG;;
global;;F;;
globo;;F;;
glomerulaire;;PROPN_SCI;;
gloria;;PROPN_NAM;;
gloriose;;F;;
gloriose;;PROPN_NAM;;
glossaire;;F;;
glycol;;PROPN_SCI;;
gnabry;;PROPN_NAM;;
go;;F;;
goa;;PROPN_LOC;;
goal;;F;;
god;;F;;
godeberthe;;PROPN_NAM;;
godefroid;;PROPN_NAM;;
goffin;;PROPN_NAM;;
gohmert;;PROPN_NAM;;
goïta;;PROPN_NAM;;
gold;;F;;
goldberg;;PROPN_NAM;;
golf;;F;;
golo;;PROPN_NAM;;
gomes;;PROPN_NAM;;
gomez;;PROPN_NAM;;
goncalo;;PROPN_NAM;;
gonzaga;;PROPN_NAM;;
gonzalez;;PROPN_NAM;;
goodison;;PROPN_NAM;;
goodman;;PROPN_NAM;;
google;;PROPN_ORG;;
gopalan;;PROPN_NAM;;
gorbachev;;PROPN_NAM;;
gordon;;PROPN_NAM;;
gordonstoun;;PROPN_LOC;;
goreth;;PROPN_NAM;;
goretzka;;PROPN_NAM;;
gorodiyano;;PROPN_NAM;;
gospel;;F;;
goudé;;PROPN_NAM;;
gout;;F;;
gouvernance;;F;;
gouvernement;;F;;
gouverneur;;F;;
gov;;PROPN_ORG;;
gove;;PROPN_NAM;;
grace;;PROPN_NAM;;
grade;;PROPN_SCI;;
graham;;PROPN_NAM;;
grand;;F;;
grande;;PROPN_NAM;;
grandi;;PROPN_NAM;;
granit;;PROPN_SCI;;
grant;;F;;
granville;;PROPN_NAM;;
gratia;;PROPN_NAM;;
gratien;;F;;
grauls;;F;;
grave;;F;;
gravedigger;;F;;
gray;;F;;
grealish;;PROPN_NAM;;
great;;F;;
green;;F;;
greene;;F;;
greenfield;;PROPN_NAM;;
greenland;;F;;
greenwood;;PROPN_NAM;;
greffe;;F;;
greffier;;F;;
greg;;PROPN_NAM;;
gregoire;;PROPN_NAM;;
gregori;;PROPN_NAM;;
gregorienne;;F;;
grenade;;F;;
grenade;;PROPN_LOC;;
grenades;;F;;
greve;;F;;
griezmann;;PROPN_NAM;;
griffiths;;F;;
griner;;PROPN_NAM;;
grippe;;PROPN_SCI;;
ground;;F;;
group;;F;;
groupe;;F;;
grozev;;PROPN_NAM;;
grushko;;PROPN_NAM;;
guangzhou;;PROPN_LOC;;
guard;;F;;
guardian;;PROPN_ORG;;
guardiola;;PROPN_NAM;;
guards;;F;;
guerin;;PROPN_NAM;;
guerison;;F;;
guerre;;F;;
guide;;F;;
guidelines;;F;;
guillaume;;PROPN_NAM;;
guillem;;PROPN_NAM;;
guillet;;F;;
guimaraes;;PROPN_NAM;;
guitar;;F;;
guitare;;F;;
gulf;;PROPN_LOC;;
gunnar;;PROPN_NAM;;
gunners;;PROPN_NAM;;
gupta;;PROPN_ORG;;
guterres;;PROPN_NAM;;
guy;;PROPN_NAM;;
gwaderupe;;PROPN_LOC;;"guadaloupe;guadeloupe"
gwatemara;;PROPN_LOC;;guatemala
gwr;;PROPN_ORG;;
gym;;F;;
gynette;;PROPN_NAM;;
haak;;PROPN_NAM;;
haaland;;PROPN_NAM;;
habimana;;PROPN_NAM;;
habiyaremye;;PROPN_NAM;;
habogorimana;;PROPN_NAM;;
habonimana;;PROPN_NAM;;
hacienda;;F;;
hackers;;F;;
haemophilia;;PROPN_SCI;;
hag;;PROPN_LOC;;"hague; haag"
hagabimana;;PROPN_NAM;;
hahn;;F;;
haidai;;PROPN_NAM;;
haines;;PROPN_NAM;;
hakim;;PROPN_NAM;;
hakizimana;;PROPN_NAM;;
hall;;F;;
haller;;PROPN_NAM;;
hamad;;PROPN_NAM;;
hamas;;PROPN_ORG;;
hamblin;;PROPN_NAM;;
hamburg;;PROPN_LOC;;
hamenyimana;;PROPN_NAM;;
hamissi;;PROPN_NAM;;
hammers;;PROPN_NAM;;
hancock;;PROPN_NAM;;
handball;;F;;
hangimana;;PROPN_NAM;;
hannah;;PROPN_NAM;;
hans;;PROPN_NAM;;
haqqani;;PROPN_NAM;;
haram;;PROPN_NAM;;
harare;;PROPN_LOC;;
harcourt;;PROPN_LOC;;
harding;;PROPN_NAM;;
harerimana;;PROPN_NAM;;
harmattan;;PROPN_ORG;;
harold;;PROPN_NAM;;
haroldo;;PROPN_NAM;;
harris;;PROPN_NAM;;
harroy;;PROPN_NAM;;
harry;;PROPN_NAM;;
hart;;F;;
harushimana;;PROPN_NAM;;
harushimana;;PROPN_NAM;;
harvard;;PROPN_LOC;;
harvey;;PROPN_NAM;;
hary;;PROPN_NAM;;
hassan;;PROPN_NAM;;
hastings;;PROPN_NAM;;
hategehimana;;PROPN_NAM;;
hategekimana;;PROPN_NAM;;
hatungimana;;PROPN_NAM;;
hatungimana;;PROPN_NAM;;
haut;;F;;
haute;;F;;
havard;;PROPN_NAM;;
havertz;;PROPN_NAM;;
havyarimana;;PROPN_NAM;;
hawke;;F;;
hawley;;PROPN_NAM;;
hayatou;;PROPN_NAM;;
hayiti;;PROPN_LOC;;haiti
hazard;;F;;
hazigamimana;;PROPN_NAM;;
hcr;;PROPN_ORG;;
health;;F;;
healthcare;;F;;
heaps;;F;;
heart;;F;;
heathrow;;PROPN_LOC;;
heaton;;PROPN_NAM;;
heaven;;F;;
hebdo;;PROPN_ORG;;
hebraica;;F;;
hector;;PROPN_NAM;;
hein;;F;;
heineken;;PROPN_ORG;;
heinlein;;PROPN_NAM;;
heisbourg;;PROPN_NAM;;
helena;;PROPN_NAM;;
hellen;;PROPN_NAM;;
helmand;;PROPN_LOC;;
helmets;;F;;
henderson;;PROPN_NAM;;
henri;;PROPN_NAM;;
henry;;PROPN_NAM;;
hepatite;;PROPN_SCI;;
herald;;PROPN_NAM;;
herat;;PROPN_LOC;;
herbst;;F;;
hereford;;PROPN_LOC;;
hermenegilde;;PROPN_NAM;;
herménéjilde;;PROPN_NAM;;
hermes;;PROPN_NAM;;
hermitage;;F;;
hernandez;;PROPN_NAM;;
herodi;;PROPN_NAM;;
herve;;PROPN_NAM;;
heung;;PROPN_NAM;;
heure;;F;;
heures;;F;;
heva;;PROPN_NAM;;
heysel;;PROPN_LOC;;
hezbollah;;PROPN_ORG;;
hibatullah;;PROPN_NAM;;
hidalgo;;PROPN_NAM;;
hier;;F;;
higgins;;PROPN_NAM;;
hijab;;F;;
hilaire;;PROPN_NAM;;
hill;;F;;
hillary;;PROPN_NAM;;
hillbrow;;PROPN_LOC;;
hillsborough;;PROPN_LOC;;
hiroshima;;PROPN_LOC;;
hispanic;;F;;
histoire;;F;;
historique;;F;;
historiques;;F;;
hitimana;;PROPN_NAM;;
hitler;;PROPN_NAM;;
hiver;;F;;
hlaing;;PROPN_NAM;;
hms;;PROPN_ORG;;
hochul;;PROPN_NAM;;
hodgson;;PROPN_NAM;;
hollywood;;PROPN_ORG;;
holmes;;PROPN_NAM;;
holocaust;;F;;
hombei;;PROPN_SCI;;
homblei;;PROPN_SCI;;
homme;;F;;
hommes;;F;;
honders;;F;;
hong;;PROPN_NAM;;
hongkonge;;PROPN_LOC;;"kong;hong"
hongrie;;F;;
honorable;;F;;
hook;;F;;
hope;;F;;
hopital;;F;;
hopkins;;PROPN_NAM;;
hormes;;PROPN_NAM;;
hormuz;;PROPN_LOC;;
hosni;;PROPN_NAM;;
hospital;;F;;
hossein;;PROPN_NAM;;
hotel;;F;;
hotspur;;PROPN_ORG;;
houdini;;PROPN_NAM;;
houllier;;PROPN_NAM;;
house;;F;;
houssem;;PROPN_NAM;;
housseni;;PROPN_NAM;;
houston;;PROPN_LOC;;
howard;;PROPN_NAM;;
howe;;PROPN_NAM;;
hoyle;;PROPN_NAM;;
hrw;;PROPN_ORG;;
htm;;PROPN_ORG;;
html;;PROPN_ORG;;
http;;PROPN_ORG;;
huawei;;PROPN_ORG;;
hubei;;PROPN_LOC;;
hudson;;PROPN_NAM;;
hugano;;PROPN_NAM;;
hugh;;PROPN_NAM;;
hughes;;PROPN_NAM;;
hugo;;PROPN_NAM;;
hui;;F;;
huit;;F;;
humaine;;F;;
humaines;;F;;
human;;F;;
humanite;;F;;
humanites;;F;;
humblet;;F;;
huminite;;F;;
hunt;;F;;
hunter;;F;;
hurlaine;;PROPN_NAM;;
husain;;PROPN_NAM;;
hussein;;PROPN_NAM;;
husseini;;PROPN_NAM;;
hutchinson;;PROPN_NAM;;
hyacinthe;;PROPN_NAM;;
hydroxychloroquine;;PROPN_SCI;;
hygiene;;F;;
hygrophila;;PROPN_SCI;;
hymenocardia;;PROPN_SCI;;
iaaf;;PROPN_ORG;;
ibrahim;;PROPN_NAM;;
ibrahima;;PROPN_NAM;;
ibrahimovic;;PROPN_NAM;;
ibrahimu;;PROPN_NAM;;
icbm;;PROPN_ORG;;
icc;;PROPN_ORG;;
iccrom ;;PROPN_ORG;;
iceland;;F;;
icglr;;PROPN_ORG;;
ichikowitz;;PROPN_NAM;;
icom ;;PROPN_ORG;;
icrc;;PROPN_ORG;;
icumya;;PROPN_VEG;;
idee;;F;;
identite;;F;;
idriss;;PROPN_NAM;;
idrissa;;PROPN_NAM;;
iebc;;PROPN_ORG;;
igihahe;;PROPN_VEG;;
igihandambwa;;PROPN_VEG;;
igihebreyi;;PROPN_LNG;;"hebrew;hebreyi"
igikindye;;PROPN_VEG;;
igikorikori;;PROPN_VEG;;
igikuyu;;PROPN_LNG;;
igimasayi;;PROPN_LNG;;masayi
igiswahili;;PROPN_LNG;;swahili
igitembetembe;;PROPN_VEG;;
igiteza;;PROPN_VEG;;
igitongati;;PROPN_VEG;;
igitovu;;PROPN_VEG;;
ignorance;;F;;
igor;;PROPN_NAM;;
ihegitari;;PROPN_SCI;;
ihoza;;PROPN_VEG;;
ii;;NUM_ROM;;
iii;;NUM_ROM;;
ikarmeli;;PROPN_REL;;
ikilatini;;PROPN_LNG;;latini
ikinyarwanda;;PROPN_LNG;;gwanda
ikirungu;;PROPN_VEG;;
ikizibakanwa;;PROPN_VEG;;
ikizimyamuriro;;PROPN_VEG;;
ikizulu;;PROPN_LNG;;zulu
ikreni;;PROPN_LOC;;"ukraine;ukrane;ekren;ukrene;ukreni;ikrene"
ildephonse;;PROPN_NAM;;
illinois;;PROPN_LOC;;
ils;;F;;
image;;F;;
images;;F;;
imam;;F;;
imamba;;PROPN_SCI;;mamba
iman;;F;;
imani;;PROPN_NAM;;
imelda;;PROPN_NAM;;
imfatisho;;PROPN_NAM;;
immaculee;;F;;
immediatement;;F;;
immigrants;;F;;
immunite;;F;;
imobu ;;PROPN_ORG;;
imperial;;F;;
implique;;F;;
importe;;F;;
impossible;;F;;
impression;;F;;
imprime;;F;;
imprimerie;;F;;
inabu ;;PROPN_ORG;;
inacio;;PROPN_NAM;;
inamujandi;;PROPN_NAM;;
inandagano;;PROPN_NAM;;
inculpe;;F;;
indelebile;;F;;
independance;;F;;
independant;;F;;
independence;;F;;
independent;;F;;
index;;F;;
indiana;;PROPN_LOC;;
indigofera;;PROPN_SCI;;
individu;;F;;
industries;;F;;
infantino;;PROPN_NAM;;
infection;;F;;
infeld;;PROPN_NAM;;
inferieur;;F;;
info;;F;;
information;;F;;
informations;;F;;
informatique;;F;;
informatiques;;F;;
infraction;;F;;
infractions;;F;;
ingenieur;;F;;
initiative;;F;;
inkakarubamba;;PROPN_VEG;;
innocent;;F;;
innocent;;PROPN_NAM;;
innocente;;PROPN_NAM;;
innocua;;PROPN_SCI;;
inosenti;;PROPN_NAM;;
inscription;;F;;
inserted;;F;;
inside;;F;;
insider;;F;;
inspection;;F;;
instagram;;PROPN_ORG;;
instance;;F;;
institut;;F;;
institute;;F;;
institution;;F;;
institutions;;F;;
instruction;;F;;
instrument;;F;;
intellectuelle;;F;;
inter;;PROPN_ORG;;
interbank;;PROPN_ORG;;
intercontinental;;F;;
interesse;;F;;
interets;;F;;
interieur;;F;;
internat;;F;;
international;;F;;
internationale;;F;;
internet;;F;;
interpretation;;F;;
intervention;;F;;
interviews;;F;;
intif ;;PROPN_ORG;;
introduction;;F;;
inventaire;;F;;
invitation;;F;;
iom;;PROPN_ORG;;
ipasika;;PROPN_REL;;"pasika;paques;pasikali"
ipc;;PROPN_ORG;;
ipfungu;;PROPN_VEG;;
irahomana;;PROPN_NAM;;
irake;;PROPN_LOC;;"irak;iraq;iraki"
irambona;;PROPN_NAM;;
irani;;PROPN_LOC;;iran
irarire;;PROPN_VEG;;
irbil;;PROPN_LOC;;
irena;;PROPN_NAM;;
irene;;PROPN_NAM;;
irfan;;PROPN_NAM;;
iribagiza;;PROPN_NAM;;
irina;;PROPN_NAM;;
irirandi;;PROPN_LOC;;"ireland;irlande"
irivuzimana;;PROPN_NAM;;
irkutsk;;PROPN_LOC;;
irumbi;;PROPN_VEG;;
iryna;;PROPN_NAM;;
is;;PROPN_ORG;;
isaac;;PROPN_NAM;;
isakari;;PROPN_NAM;;
isby;;PROPN_NAM;;
iscap;;PROPN_ORG;;
isco;;PROPN_NAM;;
isgs;;PROPN_ORG;;
isidore;;PROPN_NAM;;
isirayeri;;PROPN_LOC;;"isirayeli;isiraeli;israyeli;israeli;israel;esrayeli;esraeli"
iskander;;PROPN_NAM;;
islamic;;F;;
islamique;;F;;
islamists;;F;;
islamu;;PROPN_REL;;islam
islande;;PROPN_LOC;;"island;isirandi;isirande"
ismael;;PROPN_NAM;;
ismail;;PROPN_NAM;;
ismaila;;PROPN_NAM;;
iss;;PROPN_ORG;;
istanbul;;PROPN_LOC;;
isusa;;PROPN_VEG;;
isw;;PROPN_ORG;;
it;;PROPN_ORG;;
iv;;NUM_ROM;;
ivan;;PROPN_NAM;;
ivf;;PROPN_SCI;;
ix;;NUM_ROM;;
jack;;PROPN_NAM;;
jackline;;PROPN_NAM;;
jackson;;PROPN_NAM;;
jacob;;PROPN_NAM;;
jacobs;;PROPN_NAM;;
jacqueline;;PROPN_NAM;;
jacques;;PROPN_NAM;;
jadon;;PROPN_NAM;;
jake;;PROPN_NAM;;
jakeline;;PROPN_NAM;;
jamais;;F;;
jamal;;PROPN_NAM;;
jamayika;;PROPN_LOC;;"jamaica;jamaique;jamayikani;jamayikano"
james;;PROPN_NAM;;
jamie;;PROPN_NAM;;
jammeh;;PROPN_NAM;;
jan;;PROPN_NAM;;
jane;;PROPN_NAM;;
janeiro;;PROPN_LOC;;rio
jani;;PROPN_NAM;;
janine;;PROPN_NAM;;
janson;;PROPN_NAM;;
janvier;;F;;
japhet;;PROPN_NAM;;
jardin;;F;;
jason;;PROPN_NAM;;
jatropha;;PROPN_SCI;;
jaune;;F;;
java;;PROPN_ORG;;
javad;;PROPN_NAM;;
javelin;;PROPN_NAM;;
javid;;PROPN_NAM;;
javier;;PROPN_NAM;;
jay;;PROPN_NAM;;
jazeera;;PROPN_ORG;;
jazz;;F;;
jcpoa;;PROPN_ORG;;
jean;;PROPN_NAM;;
jeanine;;PROPN_NAM;;
jeanne;;PROPN_NAM;;
jeff;;PROPN_NAM;;
jefferson;;PROPN_NAM;;
jeffrey;;PROPN_NAM;;
jen;;PROPN_NAM;;
jenda;;PROPN_LOC;;
jenifa;;PROPN_NAM;;
jenin;;PROPN_LOC;;
jennifer;;PROPN_NAM;;
jenny;;PROPN_NAM;;
jens;;PROPN_NAM;;
jeorojiya;;PROPN_LOC;;"georgien;georgie;georgia;jeorojiya"
jepchirchir;;PROPN_NAM;;
jeremie;;PROPN_NAM;;
jérémie;;PROPN_NAM;;
jeremy;;PROPN_NAM;;
jerome;;PROPN_NAM;;
jersey;;PROPN_LOC;;
jesper;;PROPN_NAM;;
jesse;;PROPN_NAM;;
jessica;;PROPN_NAM;;
jesus;;PROPN_NAM;;
jeu;;F;;
jeudi;;F;;
jeune;;F;;
jeunes;;F;;
jeunesse;;F;;
jew;;F;;
jiang;;PROPN_NAM;;
jiangsu;;PROPN_LOC;;
jibuti;;PROPN_LOC;;"djibouti;djibuti"
jiji;;PROPN_LOC;;
jill;;PROPN_NAM;;
jim;;PROPN_NAM;;
jimmy;;PROPN_NAM;;
jinping;;PROPN_NAM;;
jintao;;PROPN_NAM;;
joachim;;PROPN_NAM;;
joan;;PROPN_NAM;;
joao;;PROPN_NAM;;
joão;;PROPN_NAM;;
joaquim;;PROPN_NAM;;
job;;F;;
joby;;PROPN_ORG;;
joconde;;PROPN_NAM;;
jodie;;PROPN_NAM;;
joe;;PROPN_NAM;;
joel;;PROPN_NAM;;
joëlle;;PROPN_NAM;;
johannesburg;;PROPN_LOC;;
john;;PROPN_NAM;;
johnny;;PROPN_NAM;;
johns;;PROPN_NAM;;
johnson;;PROPN_NAM;;
johnston;;PROPN_NAM;;
joint;;F;;
jonas;;PROPN_NAM;;
jonathan;;PROPN_NAM;;
jones;;PROPN_NAM;;
jong;;PROPN_NAM;;
jordan;;PROPN_NAM;;
jorge;;PROPN_NAM;;
jose;;PROPN_NAM;;
josé;;PROPN_NAM;;
josef;;PROPN_NAM;;
joselyne;;PROPN_NAM;;
josep;;PROPN_NAM;;
joseph;;PROPN_NAM;;
josephine;;PROPN_NAM;;
josh;;PROPN_NAM;;
joshua;;PROPN_NAM;;
josiane;;PROPN_NAM;;
josias;;PROPN_NAM;;
jour;;F;;
journal;;F;;
journee;;F;;
journees;;F;;
jours;;F;;
jovenel;;PROPN_NAM;;
joy;;PROPN_NAM;;
jr;;PROPN_NAM;;
juan;;PROPN_NAM;;
juba;;PROPN_LOC;;
judd;;PROPN_NAM;;
jude;;PROPN_NAM;;
judiciaire;;F;;
judiciaires;;F;;
judith;;PROPN_NAM;;
juge;;F;;
jugement;;F;;
jugements;;F;;
juges;;F;;
juillet;;F;;
juin;;F;;
julbert;;PROPN_NAM;;
jules;;PROPN_NAM;;
julia;;PROPN_NAM;;
julian;;PROPN_NAM;;
juliana;;PROPN_NAM;;
julien;;PROPN_NAM;;
julienne;;PROPN_NAM;;
julius;;PROPN_NAM;;
junior;;F;;
juniors;;F;;
jurgen;;PROPN_NAM;;
juridiction;;F;;
juridictions;;F;;
juridique;;F;;
juridiques;;F;;
juristes;;F;;
jury;;F;;
jus;;F;;
jusqu;;F;;
juste;;F;;
justement;;F;;
justice;;F;;
justin;;PROPN_NAM;;
justine;;PROPN_NAM;;
juve;;PROPN_ORG;;
juvenal;;PROPN_NAM;;
juventus;;PROPN_ORG;;
kabila;;PROPN_NAM;;
kabul;;PROPN_LOC;;
kabura;;PROPN_NAM;;
kadesh;;PROPN_LOC;;
kadhafi;;PROPN_NAM;;
kadima;;PROPN_NAM;;
kadyrov;;PROPN_NAM;;
kafarnaumi;;PROPN_LOC;;
kagame;;PROPN_NAM;;
kagenyekero;;PROPN_NAM;;
kahn;;F;;
kahudi;;PROPN_NAM;;
kai;;PROPN_NAM;;
kajaga;;PROPN_LOC;;
kakhovka;;PROPN_NAM;;
kakunze;;PROPN_NAM;;
kalajdzic;;PROPN_NAM;;
kalashnikov;;PROPN_THG;;
kaliningrad;;PROPN_LOC;;
kalvariyo;;PROPN_LOC;;kalyariyo
kamala;;PROPN_NAM;;
kamboje;;PROPN_LOC;;"cambodge;kambodscha;cambodia,kamboji"
kamenge;;PROPN_LOC;;
kamerune;;PROPN_LOC;;"cameron;cameroon;cameroun;kameruni"
kami;;PROPN_NAM;;
kampala;;PROPN_LOC;;
kanada;;PROPN_LOC;;canada
kandahar;;PROPN_LOC;;
kansas;;PROPN_LOC;;
kante;;PROPN_NAM;;
kanyanga;;PROPN_NAM;;
kanyosha;;PROPN_LOC;;
kapevere;;PROPN_LOC;;kapverde
karahomana;;PROPN_NAM;;
karama;;PROPN_LOC;;
karanja;;PROPN_NAM;;
karayibe;;PROPN_LOC;;caraïbes
kardashian;;PROPN_NAM;;
karen;;PROPN_NAM;;
kaributoni;;PROPN_NAM;;
karim;;PROPN_NAM;;
karimi;;PROPN_NAM;;
karistiya;;PROPN_REL;;
karita;;PROPN_ORG;;caritas
karl;;PROPN_NAM;;
karmel;;PROPN_NAM;;
karol;;PROPN_NAM;;
karoli;;PROPN_NAM;;
karubu;;PROPN_NAM;;
karuzi;;PROPN_LOC;;
kasai;;PROPN_LOC;;
kasper;;PROPN_NAM;;
kassim;;PROPN_NAM;;
kassym;;PROPN_NAM;;
kasulu;;PROPN_LOC;;
katalan;;PROPN_LOC;;"catalan;katarunya;katalunya"
katanga;;PROPN_LOC;;
katari;;PROPN_LOC;;"qatar;katar"
katavi;;PROPN_LOC;;
kate;;PROPN_NAM;;
kathryn;;PROPN_NAM;;
kathy;;PROPN_NAM;;
kati;;PROPN_NAM;;
katolika;;PROPN_REL;;
kavumbagu;;PROPN_NAM;;
kayanza;;PROPN_LOC;;
kayifa;;PROPN_NAM;;
kayogoro;;PROPN_LOC;;
kazagistani;;PROPN_LOC;;kazakhstan
kehris;;PROPN_NAM;;
keir;;PROPN_NAM;;
keïta;;PROPN_NAM;;
kelin;;PROPN_NAM;;
kelly;;PROPN_NAM;;
kemunto;;PROPN_NAM;;
ken;;PROPN_NAM;;
kennedy;;PROPN_NAM;;
kenneth;;PROPN_NAM;;
kenosha;;PROPN_LOC;;
kentenich;;PROPN_NAM;;
kenya;;PROPN_LOC;;kenia
kenyatta;;PROPN_LOC;;
kenyon;;PROPN_NAM;;
kerala;;PROPN_LOC;;
kerry;;PROPN_NAM;;
ketelaere;;PROPN_NAM;;
kevin;;PROPN_NAM;;
kezakimana;;PROPN_NAM;;
kezimana;;PROPN_NAM;;
kg;;PROPN_SCI;;
kgb;;PROPN_ORG;;
khaled;;PROPN_NAM;;
khalid;;PROPN_NAM;;
khalifa;;PROPN_NAM;;
khamenei;;PROPN_NAM;;
khamith;;PROPN_NAM;;
khan;;PROPN_NAM;;
kharkiv;;PROPN_LOC;;charkiv
khartoum;;PROPN_LOC;;
khashoggi;;PROPN_NAM;;
khelaifi;;PROPN_NAM;;
kherson;;PROPN_LOC;;
khoisan;;PROPN_NAM;;
khomeini;;PROPN_NAM;;
khreshchenivka;;PROPN_LOC;;
kibenga;;PROPN_LOC;;
kibondo;;PROPN_LOC;;
kick;;F;;
kigali;;PROPN_LOC;;
kikumbu;;PROPN_NAM;;
kilimanjaro;;PROPN_LOC;;
kim;;PROPN_NAM;;
kimonge;;PROPN_LOC;;
kimotabugabo;;PROPN_NAM;;
kinama;;PROPN_LOC;;
king;;F;;
kingsley;;PROPN_NAM;;
kingston;;PROPN_NAM;;
kinigi;;PROPN_NAM;;
kinindo;;PROPN_LOC;;
kinshasa;;PROPN_LOC;;
kiosque;;F;;
kirahomana;;PROPN_NAM;;
kirby;;PROPN_NAM;;
kirenza;;PROPN_NAM;;
kiribati;;PROPN_LOC;;
kirijizistani;;PROPN_LOC;;"kirigistani;kirigisi"
kirill;;PROPN_NAM;;
kirisu;;PROPN_REL;;
kirundo;;PROPN_LOC;;
kirungae;;PROPN_SCI;;
kisembo;;PROPN_NAM;;
kishida;;PROPN_NAM;;
kivuensis;;PROPN_SCI;;
klaus;;PROPN_NAM;;
klementi;;PROPN_NAM;;
klerk;;PROPN_NAM;;
klitschko;;PROPN_NAM;;
klopp;;PROPN_NAM;;
klotilda;;PROPN_NAM;;
klyuchkovska;;PROPN_NAM;;
km;;PROPN_SCI;;
knajdek;;PROPN_NAM;;
kobernik;;PROPN_NAM;;
koeman;;PROPN_NAM;;
koffi;;PROPN_NAM;;
kolasinac;;PROPN_NAM;;
kolbe;;PROPN_NAM;;
kommersant;;PROPN_ORG;;
komore;;PROPN_LOC;;comores
komuniste;;F;;
konashenkov;;PROPN_NAM;;
kongo;;PROPN_LOC;;"congo;congolais"
korditschke;;PROPN_NAM;;
koreya;;PROPN_LOC;;korea
korombiya;;PROPN_LOC;;"colombia;kolombiya;columbia"
koroneliyo;;PROPN_NAM;;
koroneri;;F;;
korowasiya;;PROPN_LOC;;"croatia;korowasi"
koscielny;;PROPN_NAM;;
kosima;;F;;
kostarika;;PROPN_LOC;;costa
kotediwore;;PROPN_LOC;;"ivoire;kotediwoare;kotedivore;kotediwoari"
koulibaly;;PROPN_NAM;;
kounde;;PROPN_NAM;;
kowet;;PROPN_LOC;;"koweit;kuweit;koweti"
kramatorsk;;PROPN_LOC;;
krasnyi;;PROPN_NAM;;
kremlin;;PROPN_ORG;;
kristo;;PROPN_NAM;;
kunduz;;PROPN_LOC;;
kupiansk;;PROPN_LOC;;
kursk;;PROPN_LOC;;
kurt;;PROPN_NAM;;
kyaby;;PROPN_NAM;;
kyagulanyi;;PROPN_NAM;;
kyiv;;PROPN_LOC;;kiev
kyle;;PROPN_NAM;;
kylian;;PROPN_NAM;;
kyrylenko;;PROPN_NAM;;
la;;F;;
labo;;F;;
labor;;F;;
laboratoire;;F;;
labour;;PROPN_ORG;;
lac;;F;;
lacazette;;PROPN_ORG;;
lacs;;F;;
laden;;PROPN_NAM;;
lady;;PROPN_NAM;;
lago;;F;;
lagos;;PROPN_LOC;;
lahore;;PROPN_LOC;;
laiques;;F;;
lake;;F;;
lampard;;PROPN_NAM;;
lanatus;;PROPN_SCI;;
lancet;;PROPN_ORG;;
land;;F;;
langage;;F;;
langue;;F;;
langues;;F;;
laporta;;PROPN_NAM;;
laporte;;PROPN_NAM;;
laquelle;;F;;
large;;F;;
larousse;;F;;
las;;F;;
lashkar;;PROPN_NAM;;
last;;F;;
latonya;;PROPN_NAM;;
latvia;;PROPN_LOC;;latviya
laughton;;PROPN_NAM;;
laura;;PROPN_NAM;;
lauren;;PROPN_NAM;;
laurens;;PROPN_NAM;;
laurent;;PROPN_NAM;;
laurette;;PROPN_NAM;;
laurifolia;;PROPN_SCI;;
lavrov;;PROPN_NAM;;
lawrance;;PROPN_NAM;;
lawrence;;PROPN_NAM;;
lazaro;;PROPN_NAM;;
lazio;;PROPN_ORG;;
le;;F;;
lea;;PROPN_NAM;;
lead;;F;;
league;;F;;
leary;;PROPN_NAM;;
leclerc;;PROPN_NAM;;
lee;;PROPN_NAM;;
leeds;;PROPN_LOC;;
legal;;F;;
legende;;F;;
legendes;;F;;
legesse;;PROPN_NAM;;
leicester;;PROPN_LOC;;
leigh;;PROPN_NAM;;
leipzig;;PROPN_LOC;;
lemarchand;;F;;
lena;;PROPN_NAM;;
lendu;;PROPN_PER;;
lenglet;;PROPN_NAM;;
lenilda;;PROPN_NAM;;
lénine;;PROPN_NAM;;
lens;;F;;
leo;;PROPN_NAM;;
leon;;PROPN_NAM;;
leonard;;PROPN_NAM;;
léonard;;PROPN_NAM;;
leonardo;;PROPN_NAM;;
leonce;;PROPN_NAM;;
léonce;;PROPN_NAM;;
leone;;PROPN_NAM;;
leonia;;PROPN_NAM;;
leonid;;PROPN_NAM;;
leonidas;;PROPN_NAM;;
leonotis;;PROPN_SCI;;
leonsi;;PROPN_NAM;;
leopold;;PROPN_NAM;;
léopold;;PROPN_NAM;;
lequel;;F;;
leroy;;PROPN_NAM;;
les;;F;;
leta zunz'ubumwe;;PROPN_LOC;;zunze
lettre;;F;;
lettres;;F;;
leur;;F;;
leurs;;F;;
leventus;;PROPN_NAM;;
leverkusen;;PROPN_LOC;;
levi;;PROPN_NAM;;
levin;;PROPN_NAM;;
levinson;;PROPN_NAM;;
levy;;PROPN_NAM;;
lewandowski;;PROPN_NAM;;
lewin;;PROPN_NAM;;
lewis;;PROPN_NAM;;
lexique;;F;;
leya;;PROPN_NAM;;
leyen;;PROPN_NAM;;
lgbt;;PROPN_ORG;;
li;;PROPN_NAM;;
libani;;PROPN_LOC;;liban
liberation;;F;;
libere;;F;;
liberte;;F;;
liberties;;F;;
liberty;;F;;
liboire;;F;;
librairie;;F;;
libre;;F;;
licence;;F;;
lieu;;F;;
lieutenant;;F;;
lieux;;F;;
life;;F;;
lift;;F;;
liga;;PROPN_ORG;;
light;;F;;
ligue;;F;;
lil;;PROPN_NAM;;
lilian;;PROPN_NAM;;
lille;;PROPN_LOC;;
