id;kirundi0;prefix;stem;stem_perf;perf;plural;type;class2;class2p;kirundi0_a;prefix_a;stem_a;stem_perf_a;noPlural;pluralFull;sourceLanguage
2198;kwipfutsa;kw;īpfutsa;īpfukije;kije;;0;NULL;NULL;;;;;0;;NULL
2199;kwira;kw;īra;īje;je;;0;NULL;NULL;;;;;0;;NULL
2200;ubwira;ubw;īra;;;;1;14;NULL;ubgira;ubg;;;1;;NULL
2201;icira;ic;īra;;;;1;7;NULL;;;;;1;;NULL
2202;kwiraba;kw;īraba;īravye;vye;;0;NULL;NULL;;;;;0;;NULL
2203;kwiraba;kw;īrāba;īrāvye;vye;;0;NULL;NULL;;;;;0;;NULL
2204;kwirabura;kw;īrabura;īrabuye;ye;;0;NULL;NULL;;;;;0;;NULL
2205;kwiraburanirwa;kw;īraburanirwa;īraburaniwe;we;;0;NULL;NULL;;;;;0;;NULL
2206;umwirabure;umw;irabure;;;ab;1;1;2;;;;;0;;NULL
2207;kwirabuza;kw;īrabuza;īrabuje;je;;0;NULL;NULL;;;;;0;;NULL
2208;kwirabuzwa;kw;īrabuzwa;īrabujwe;jwe;;0;NULL;NULL;;;;;0;;NULL
2209;kwirahuruza;kw;īrahuruza;īrahuruje;je;;0;NULL;NULL;;;;;0;;NULL
2210;ubwirakabiri;ubw;īrakabiri;;;;1;14;NULL;;;;;1;;NULL
2211;kwiramvura;kw;īramvura;īramvuye;ye;;0;NULL;NULL;;;;;0;;NULL
2212;kwirarira;kw;īrārīra;īrārīriye;riye;;0;NULL;NULL;;;;;0;;NULL
2213;kwirasa;kw;īrasa;īrashe;she;;0;NULL;NULL;;;;;0;;NULL
2214;kwirasira;kw;īrasira;īrasiye;ye;;0;NULL;NULL;;;;;0;;NULL
2215;kwirata;kw;īrāta;īrāse;se;;0;NULL;NULL;;;;;0;;NULL
2216;kwirega;kw;īrega;īreze;ze;;0;NULL;NULL;;;;;0;;NULL
2217;kwiregura;kw;īregūra;īregūye;ye;;0;NULL;NULL;;;;;0;;NULL
2218;kwirekera;kw;īrekera;īrekeye;ye;;0;NULL;NULL;;;;;0;;NULL
2219;kwiremeka;kw;īremēka;īremētse;tse;;0;NULL;NULL;;;;;0;;NULL
2220;kwirengagiza;kw;īrengagiza;īrengagije;je;;0;NULL;NULL;;;;;0;;NULL
2221;kwirimbura;kw;īrimbūra;īrimbūye;ye;;0;NULL;NULL;;;;;0;;NULL
2222;kwirinda;kw;īrinda;īrinze;nze;;0;NULL;NULL;;;;;0;;NULL
2223;kwirira;kw;īrīra;īrīye;ye;;0;NULL;NULL;;;;;0;;NULL
2224;kwiriranwa;kw;īriranwa;īriranywe;nywe;;0;NULL;NULL;;;;;0;;NULL
2225;umwiriri;umw;iriri;;;imy;1;3;4;;;;;0;;NULL
2226;kwiririra;kw;īririra;īririye;ye;;0;NULL;NULL;;;;;0;;NULL
2227;kwirirwa;kw;īrirwa;īririwe;riwe;;0;NULL;NULL;;;;;0;;NULL
2228;kwirirwako;kw;īrirwako;īrirweko;weko;;0;NULL;NULL;;;;;0;;NULL
2230;kwiriza;kw;īriza;īrijije;jije;;0;NULL;NULL;;;;;0;;NULL
2231;kwiroha;kw;īroha;īroshe;she;;0;NULL;NULL;;;;;0;;NULL
2232;kwirokora;kw;īrokora;īrokoye;ye;;0;NULL;NULL;;;;;0;;NULL
2233;umwironge;umw;ironge;;;imy;1;3;4;;;;;0;;NULL
2234;icirori;ic;īrori;;;ivy;1;7;8;;;;;0;;NULL
2235;iciru;ic;īru;;;ivy;1;7;8;;;;;0;;NULL
2236;kwiruka;kw;iruka;irutse;tse;;0;NULL;NULL;;;;;0;;NULL
2237;kwirukana;kw;īrukana;īrukanye;nye;;0;NULL;NULL;;;;;0;;NULL
2238;kwirukanga;kw;īrukānga;īrukānze;nze;;0;NULL;NULL;;;;;0;;NULL
2239;kwirukanwa;kw;īrukanwa;īrukanywe;nywe;;0;NULL;NULL;;;;;0;;NULL
2240;kwirukira;kw;īrukira;īrukiye;ye;;0;NULL;NULL;;;;;0;;NULL
2241;ubwirukiro;ubw;īrukiro;;;;1;14;NULL;ubgirukiro;ubg;;;1;;NULL
2242;kwirunda;kw;īrunda;īrunze;nze;;0;NULL;NULL;;;;;0;;NULL
2243;urwirungo;urw;īrūngo;;;inz;1;11;10;;;;;0;;NULL
2244;kwirura;kw;īrūra;īrūye;ye;;0;NULL;NULL;;;;;0;;NULL
2245;kwiruza;kw;īrūza;īrūje;je;;0;NULL;NULL;;;;;0;;NULL
2246;kwisabira;kw;īsabira;īsabiye;ye;;0;NULL;NULL;;;;;0;;NULL
2247;kwisegura;kw;īsegura;īseguye;ye;;0;NULL;NULL;;;;;0;;NULL
2248;ubwishaza;ubw;īshaza;;;;1;14;NULL;ubgishaza;ubg;;;1;;NULL
2249;umwishikira;umw;īshikira;;;ab;1;1;2;;;;;0;;NULL
2250;kwishima;kw;īshima;īshimye;mye;;0;NULL;NULL;;;;;0;;NULL
2251;kwishimagiza;kw;īshimagiza;īshimagije;je;;0;NULL;NULL;;;;;0;;NULL
2252;ubwishime;ubw;īshime;;;;1;14;NULL;ubgishime;ubg;;;1;;NULL
2253;kwishimikiza;kw;īshimikiza;īshimikije;je;;0;NULL;NULL;;;;;0;;NULL
2254;kwishinyira;kw;īshinyira;īshinyiye;ye;;0;NULL;NULL;;;;;0;;NULL
2255;umwishinzi;umw;īshīnzi;;;ab;1;1;2;;;;;0;;NULL
2256;kwishishitira;kw;īshishītira;īshishītiriye;riye;;0;NULL;NULL;;;;;0;;NULL
2257;kwishora;kw;īshōra;īshōye;ye;;0;NULL;NULL;;;;;0;;NULL
2258;kwishoza;kw;īshōza;īshōje;je;;0;NULL;NULL;;;;;0;;NULL
2259;inyishu;iny;ishu;;;iny;1;9;10;;;;;0;;NULL
2260;kwishura;kw;ishura;ishuye;ye;;0;NULL;NULL;;;;;0;;NULL
2261;kwishurana;kw;īshurana;īshuranye;nye;;0;NULL;NULL;;;;;0;;NULL
2262;kwishurira;kw;īshurira;īshuriye;ye;;0;NULL;NULL;;;;;0;;NULL
2263;kwishuriza;kw;īshuriza;īshurije;je;;0;NULL;NULL;;;;;0;;NULL
2264;kwishurwa;kw;īshurwa;īshuwe;we;;0;NULL;NULL;;;;;0;;NULL
2265;kwishuza;kw;īshuza;īshuje;je;;0;NULL;NULL;;;;;0;;NULL
2266;kwishuzwa;kw;īshuzwa;īshujwe;jwe;;0;NULL;NULL;;;;;0;;NULL
2267;umwishwa;umw;īshwa;;;ab;1;1;2;;;;;0;;NULL
2268;umwishwa;umw;ishwa;;;imy;1;3;4;;;;;0;;NULL
2269;kwisiba;kw;īsiba;īsivye;vye;;0;NULL;NULL;;;;;0;;NULL
2270;kwisiga;kw;īsīga;īsīze;ze;;0;NULL;NULL;;;;;0;;NULL
2271;kwisogota;kw;īsogota;īsogose;se;;0;NULL;NULL;;;;;0;;NULL
2272;kwisokoza;kw;īsokoza;īsokoje;je;;0;NULL;NULL;;;;;0;;NULL
2273;kwisomora;kw;īsomōra;īsomōye;ye;;0;NULL;NULL;;;;;0;;NULL
2274;kwisonzesha;kw;īsonzēsha;īsonzēsheje;sheje;;0;NULL;NULL;;;;;0;;NULL
2275;kwisusurutsa;kw;īsusurutsa;īsusurukije;kije;;0;NULL;NULL;;;;;0;;NULL
2276;kwisuzuma;kw;īsuzuma;īsuzumye;mye;;0;NULL;NULL;;;;;0;;NULL
2277;kwita;kw;īta;īse;se;;0;NULL;NULL;;;;;0;;NULL
2278;kwitaba;kw;ītaba;ītavye;vye;;0;NULL;NULL;;;;;0;;NULL
2279;kwitabira;kw;ītabira;ītabiriye;riye;;0;NULL;NULL;;;;;0;;NULL
2280;icitabirizo;ic;itabirizo;;;ivy;1;7;8;;;;;0;;NULL
2281;kwitako;kw;ītako;ītayeko;tayeko;;0;NULL;NULL;;;;;0;;NULL
2282;kwitamba ku muvyimba;kw;ītāmba ku muvyimba;ītāmvye;mvye;;0;NULL;NULL;;;;;0;;NULL
2283;kwitanga;kw;ītanga;ītanze;nze;;0;NULL;NULL;;;;;0;;NULL
2284;kwitangira;kw;ītangira;ītangiye;ye;;0;NULL;NULL;;;;;0;;NULL
2285;kwitara;kw;ītara;ītaye;ye;;0;NULL;NULL;;;;;0;;NULL
2286;kwitara;kw;ītāra;ītāze;ze;;0;NULL;NULL;;;;;0;;NULL
2287;kwitaragura;kw;ītaragura;ītaraguye;ye;;0;NULL;NULL;;;;;0;;NULL
2288;kwitega;kw;ītega;īteze;ze;;0;NULL;NULL;;;;;0;;NULL
2289;icitegererezo;ic;ītegererezo;;;ivy;1;7;8;;;;;0;;NULL
2290;kwitegereza;kw;ītegereza;ītegereje;je;;0;NULL;NULL;;;;;0;;NULL
2291;kwitegura;kw;ītegūra;ītegūye;ye;;0;NULL;NULL;;;;;0;;NULL
2292;kwitembagaza;kw;ītēmbagaza;ītēmbagaje;je;;0;NULL;NULL;;;;;0;;NULL
2293;umwitero;umw;itēro;;;imy;1;3;4;;;;;0;;NULL
2294;kwitesha;kw;ītesha;ītesheje;sheje;;0;NULL;NULL;;;;;0;;NULL
2295;kwitira;kw;ītira;ītiye;ye;;0;NULL;NULL;;;;;0;;NULL
2296;kwitiranwa;kw;ītiranwa;ītiranywe;nywe;;0;NULL;NULL;;;;;0;;NULL
2297;kwitiranya;kw;ītiranya;ītiranije;nije;;0;NULL;NULL;;;;;0;;NULL
2298;kwitirira;kw;ītirira;ītiririye;riye;;0;NULL;NULL;;;;;0;;NULL
2299;kwitirisha;kw;ītirisha;ītirishije;shije;;0;NULL;NULL;;;;;0;;NULL
2300;icito;ic;īto;;;ivy;1;7;8;;;;;0;;NULL
2301;kwitobora;kw;ītobora;ītoboye;ye;;0;NULL;NULL;;;;;0;;NULL
2302;kwitomba;kw;ītomba;ītomvye;mvye;;0;NULL;NULL;;;;;0;;NULL
2303;kwitonda;kw;ītōnda;ītōnze;nze;;0;NULL;NULL;;;;;0;;NULL
2304;kwitondera;kw;ītōndera;ītōndeye;ye;;0;NULL;NULL;;;;;0;;NULL
2305;kwitonganiriza;kw;ītōnganiriza;ītōnganirije;je;;0;NULL;NULL;;;;;0;;NULL
2306;kwitonganya;kw;ītōnganya;ītōnganije;nije;;0;NULL;NULL;;;;;0;;NULL
2307;kwitoraguza;kw;ītōraguza;ītōraguje;je;;0;NULL;NULL;;;;;0;;NULL
2308;kwitorera;kw;ītorera;ītoreye;ye;;0;NULL;NULL;;;;;0;;NULL
2309;kwitosora;kw;ītosora;ītosoye;ye;;0;NULL;NULL;;;;;0;;NULL
2310;kwitsa;kw;ītsa;īkije;kije;;0;NULL;NULL;;;;;0;;NULL
2311;kwituna;kw;ītuna;ītunye;nye;;0;NULL;NULL;;;;;0;;NULL
2312;kwitura;kw;ītura;ītuye;ye;;0;NULL;NULL;;;;;0;;NULL
2313;kwitwa;kw;ītwa;īswe;swe;;0;NULL;NULL;;;;;0;;NULL
2314;kwitwara;kw;ītwāra;ītwāye;ye;;0;NULL;NULL;;;;;0;;NULL
2315;kwitwaririka;kw;ītwaririka;ītwariritse;tse;;0;NULL;NULL;;;;;0;;NULL
2316;kwitwaririkira;kw;ītwaririkira;ītwaririkiye;ye;;0;NULL;NULL;;;;;0;;NULL
2317;umwitwaririko;umw;ītwaririko;;;imy;1;3;4;;;;;0;;NULL
2318;urwitwazo;urw;itwazo;;;inz;1;11;11;;;;;0;;NULL
2319;icitwikiro;ic;ītwīkīro;;;ivy;1;7;8;;;;;0;;NULL
2320;kwivuga;kw;īvuga;īvuze;ze;;0;NULL;NULL;;;;;0;;NULL
2321;kwivura;kw;īvura;īvuye;ye;;0;NULL;NULL;;;;;0;;NULL
2322;kwivuza;kw;īvuza;īvuje;je;;0;NULL;NULL;;;;;0;;NULL
2323;umwivyi;umw;īvyi;;;ab;1;1;2;;;;;0;;NULL
2324;ubwivyi;ubw;īvyi;;;;1;14;NULL;ubgivyi;ubg;;;1;;NULL
2325;kwivyura;kw;īvyura;īvyuye;ye;;0;NULL;NULL;;;;;0;;NULL
2326;-iwe;-;iwe;;;;5;NULL;NULL;;;;;0;;NULL
2327;iyaba;;iyaba;;;;7;NULL;NULL;;;;;0;;NULL
2328;kwiyaga;kw;īyāga;īyāze;ze;;0;NULL;NULL;;;;;0;;NULL
2329;kwiyagiriza;kw;īyagiriza;īyagirije;je;;0;NULL;NULL;;;;;0;;NULL
2330;kwiyahura;kw;īyahura;īyahuye;ye;;0;NULL;NULL;;;;;0;;NULL
2331;kwiyama;kw;īyama;īyamye;mye;;0;NULL;NULL;;;;;0;;NULL
2332;kwiyambagura;kw;īyambagura;īyambaguye;ye;;0;NULL;NULL;;;;;0;;NULL
2333;kwiyambika;kw;īyambika;īyambitse;tse;;0;NULL;NULL;;;;;0;;NULL
2334;kwiyambura;kw;īyambura;īyambuye;ye;;0;NULL;NULL;;;;;0;;NULL
2335;kwiyandagaza;kw;īyandagaza;īyandagaje;je;;0;NULL;NULL;;;;;0;;NULL
2336;kwiyandikisha;kw;īyandikīsha;īyandikīshije;shije;;0;NULL;NULL;;;;;0;;NULL
2337;kwiyegeranya;kw;īyegeranya;īyegeranije;nije;;0;NULL;NULL;;;;;0;;NULL
2338;kwiyegereza;kw;īyegereza;īyegereje;je;;0;NULL;NULL;;;;;0;;NULL
2339;kwiyenzereza;kw;īyenzereza;īyenzereje;je;;0;NULL;NULL;;;;;0;;NULL
2340;kwiyereka;kw;īyereka;īyeretse;tse;;0;NULL;NULL;;;;;0;;NULL
2341;kwiyerera;kw;īyerēra;īyerēreye;reye;;0;NULL;NULL;;;;;0;;NULL
2342;kwiyica;kw;īyica;īyishe;she;;0;NULL;NULL;;;;;0;;NULL
2343;kwiyigisha;kw;īyigīsha;īyigīshije;shije;;0;NULL;NULL;;;;;0;;NULL
2344;iyo;;iyo;;;;7;NULL;NULL;;;;;0;;NULL
2345;kwiyobagiza;kw;īyobagiza;īyobagije;je;;0;NULL;NULL;;;;;0;;NULL
2346;kwiyoberanya;kw;īyoberanya;īyoberanije;nije;;0;NULL;NULL;;;;;0;;NULL
2347;kwiyobeza;kw;īyobeza;īyobeje;je;;0;NULL;NULL;;;;;0;;NULL
2348;kwiyoga;kw;īyoga;īyoze;ze;;0;NULL;NULL;;;;;0;;NULL
2349;kwiyombayomba;kw;īyombayomba;īyombayomvye;mvye;;0;NULL;NULL;;;;;0;;NULL
2350;kwiyondesha;kw;īyondēsha;īyondēsheje;sheje;;0;NULL;NULL;;;;;0;;NULL
2351;kwiyongeranya;kw;īyongeranya;īyongeranije;nije;;0;NULL;NULL;;;;;0;;NULL
2352;kwiyonjorora;kw;īyonjorora;īyonjoroye;ye;;0;NULL;NULL;;;;;0;;NULL
2353;kwiyonona;kw;īyonona;īyononye;nye;;0;NULL;NULL;;;;;0;;NULL
2354;kwiyora;kw;īyōra;īyōye;ye;;0;NULL;NULL;;;;;0;;NULL
2355;kwiyorobeka;kw;īyorobeka;īyorobetse;tse;;0;NULL;NULL;;;;;0;;NULL
2356;kwiyorohereza;kw;īyorohereza;īyorohereje;je;;0;NULL;NULL;;;;;0;;NULL
2357;kwiyorosha;kw;īyorosha;īyoroheje;heje;;0;NULL;NULL;;;;;0;;NULL
2358;kwiyorwa;kw;īyōrwa;īyōwe;we;;0;NULL;NULL;;;;;0;;NULL
2359;kwiyubahuka;kw;īyūbahuka;īyūbahutse;tse;;0;NULL;NULL;;;;;0;;NULL
2360;kwiyubara;kw;īyubāra;īyubāye;ye;;0;NULL;NULL;;;;;0;;NULL
2361;kwiyugunyura;kw;īyugunyura;īyugunyuye;ye;;0;NULL;NULL;;;;;0;;NULL
2362;kwiyuhagira;kw;īyuhagira;īyuhagiye;ye;;0;NULL;NULL;;;;;0;;NULL
2363;kwiyuhagirira;kw;īyuhagirira;īyuhagiriye;ye;;0;NULL;NULL;;;;;0;;NULL
2364;kwiyumanganya;kw;īyumānganya;īyumānganije;nije;;0;NULL;NULL;;;;;0;;NULL
2365;kwiyumvira;kw;īyumvīra;īyumvīriye;riye;;0;NULL;NULL;;;;;0;;NULL
2366;iciyumviro;ic;īyumvīro;;;ivy;1;7;8;;;;;0;;NULL
2367;-iza;-;īza;;;;2;NULL;NULL;;;;;0;;NULL
2368;umwiza;umw;iza;;;;1;3;4;;;;;0;;NULL
2369;iciza;ic;īza;;;ivy;1;7;8;;;;;0;;NULL
2370;ubwiza;ubw;īza;;;;1;14;NULL;ubgiza;ubg;;;1;;NULL
2371;kwizera;kw;izera;izeye;ye;;0;NULL;NULL;;;;;0;;NULL
2372;kwizerwa;kw;īzerwa;īzewe;we;;0;NULL;NULL;;;;;0;;NULL
2373;kwizeza;kw;īzēza;īzējeje;jeje;;0;NULL;NULL;;;;;0;;NULL
2374;kwizezwa;kw;īzezwa;īzejejwe;jejwe;;0;NULL;NULL;;;;;0;;NULL
2375;kwizigira;kw;īzigira;īzigiye;ye;;0;NULL;NULL;;;;;0;;NULL
2376;icizigiro;ic;īzigiro;;;ivy;1;7;8;;;;;0;;NULL
2377;kwizigirwa;kw;īzigirwa;īzigiwe;we;;0;NULL;NULL;;;;;0;;NULL
2378;umwizigirwa;umw;īzigirwa;;;ab;1;1;2;;;;;0;;NULL
2379;kwizigiza;kw;īzigiza;ījigije;ījigije;;0;NULL;NULL;;;;;0;;NULL
2380;kwizingira;kw;īzingīra;īzingīriye;riye;;0;NULL;NULL;;;;;0;;NULL
2381;kwizungagiza;kw;īzungagiza;īzungagije;je;;0;NULL;NULL;;;;;0;;NULL
2382;kwizura;kw;īzūra;īzūye;ye;;0;NULL;NULL;;;;;0;;NULL
2383;kuja;ku;ja;giye;giye;;0;NULL;NULL;;;;;0;;NULL
2384;umuja;umu;ja;;;aba;1;1;2;;;;;0;;NULL
2385;ikija;iki;ja;;;ibi;1;7;8;;;;;0;;NULL
2386;ibija;ibi;ja;;;;1;NULL;8;;;;;2;;NULL
2388;ubuja;ubu;ja;;;;1;14;NULL;;;;;1;;NULL
2389;kujabuka;ku;jabuka;jabutse;tse;;0;NULL;NULL;;;;;0;;NULL
2390;injabuka;in;jabuka;;;in;1;9;10;;;;;0;;NULL
2391;kujabukana;ku;jabukana;jabukanye;nye;;0;NULL;NULL;;;;;0;;NULL
2392;kujabukira;ku;jabukira;jabukiye;ye;;0;NULL;NULL;;;;;0;;NULL
2393;kujabukisha;ku;jabukisha;jabukishije;shije;;0;NULL;NULL;;;;;0;;NULL
2394;kujabutsa;ku;jabutsa;jabukije;kije;;0;NULL;NULL;;;;;0;;NULL
2395;kujagata;ku;jagata;jagase;se;;0;NULL;NULL;;;;;0;;NULL
2396;kujajura;ku;jajura;jajuye;ye;;0;NULL;NULL;;;;;0;;NULL
2397;kujakarira;ku;jakarira;jakariye;ye;;0;NULL;NULL;;;;;0;;NULL
2398;ijambo;i;jambo;;;ama;1;5;6;;;;;0;;NULL
2399;kujana;ku;jana;janye;nye;;0;NULL;NULL;;;;;0;;NULL
2400;ijana;i;jana;;;ama;1;5;6;;;;;0;;NULL
2401;kujandajanda;ku;jandajanda;jandajanze;nze;;0;NULL;NULL;;;;;0;;NULL
2402;kujanira;ku;janira;janiye;ye;;0;NULL;NULL;;;;;0;;NULL
2403;kujanirana;ku;janirana;janiranye;nye;;0;NULL;NULL;;;;;0;;NULL
2404;ijanja;i;janja;;;ama;1;5;6;;;;;0;;NULL
2405;kujanjagura;ku;janjagura;janjaguye;ye;;0;NULL;NULL;;;;;0;;NULL
2406;kujanjagurika;ku;janjagurika;janjaguritse;tse;;0;NULL;NULL;;;;;0;;NULL
2407;kujanwa;ku;janwa;janywe;nywe;;0;NULL;NULL;;;;;0;;NULL
2408;injebejebe;in;jebejebe;;;in;1;9;10;;;;;0;;NULL
2409;kujegeza;ku;jegeza;jegeje;je;;0;NULL;NULL;;;;;0;;NULL
2410;kujejeta;ku;jejeta;jejese;se;;0;NULL;NULL;;;;;0;;NULL
2411;kujema;ku;jema;jemye;mye;;0;NULL;NULL;;;;;0;;NULL
2412;umujenama;umu;jenama;;;aba;1;1;2;;;;;0;;NULL
2413;amajepfo;ama;jepfo;;;;1;NULL;6;;;;;2;;NULL
2414;jewe;;jewe;;;;5;NULL;NULL;"je;jeho";;;;0;;NULL
2415;umujiginya;umu;jiginya;;;imi;1;3;4;;;;;0;;NULL
2416;kujiginyika;ku;jiginyika;jiginyitse;tse;;0;NULL;NULL;;;;;0;;NULL
2417;ikijigo;iki;jigo;;;ibi;1;7;8;;;;;0;;NULL
2418;ijigo;i;jigo;;;ama;1;5;6;;;;;0;;NULL
2419;kujiguza;ku;jiguza;jiguje;je;;0;NULL;NULL;;;;;0;;NULL
2420;kujijuka;ku;jijuka;jijutse;tse;;0;NULL;NULL;;;;;0;;NULL
2421;kujijura;ku;jijura;jijuye;ye;;0;NULL;NULL;;;;;0;;NULL
2422;kujingitwa;ku;jingitwa;jingiswe;swe;;0;NULL;NULL;;;;;0;;NULL
2423;kujinjibura;ku;jinjibura;jinjibuye;ye;;0;NULL;NULL;;;;;0;;NULL
2424;umujinya;umu;jinya;;;imi;1;3;4;;;;;0;;NULL
2425;kujisha;ku;jisha;jishe;she;;0;NULL;NULL;;;;;0;;NULL
2426;injishi;in;jishi;;;in;1;9;10;;;;;0;;NULL
2427;kujishira;ku;jishira;jishiye;ye;;0;NULL;NULL;;;;;0;;NULL
2428;kujishisha;ku;jishisha;jishishije;shije;;0;NULL;NULL;;;;;0;;NULL
2429;ijisho;i;jisho;;;;1;5;6;;;;;0;amaso;NULL
2431;kujishura;ku;jishura;jishuye;ye;;0;NULL;NULL;;;;;0;;NULL
2432;kujoba;ku;joba;jovye;vye;;0;NULL;NULL;;;;;0;;NULL
2433;kujobanya;ku;jobanya;jobanije;nije;;0;NULL;NULL;;;;;0;;NULL
2434;kujobeka;ku;jobeka;jobetse;tse;;0;NULL;NULL;;;;;0;;NULL
2435;ikijogojogo;iki;jogojogo;;;ibi;1;7;8;;;;;0;;NULL
2436;kujoja;ku;joja;joje;je;;0;NULL;NULL;;;;;0;;NULL
2437;kujojota;ku;jojota;jojose;se;;0;NULL;NULL;;;;;0;;NULL
2438;kujondamika;ku;jondamika;jondamitse;tse;;0;NULL;NULL;;;;;0;;NULL
2439;kujonjora;ku;jonjora;jonjoye;ye;;0;NULL;NULL;;;;;0;;NULL
2440;ikijora;iki;jora;;;ibi;1;7;8;;;;;0;;NULL
2441;ubujora;ubu;jora;;;;1;14;NULL;;;;;1;;NULL
2442;kujorerwa;ku;jorerwa;jorerewe;rewe;;0;NULL;NULL;;;;;0;;NULL
2443;kujoreza;ku;joreza;joreje;je;;0;NULL;NULL;;;;;0;;NULL
2444;ijoro;i;joro;;;ama;1;5;6;;;;;0;;NULL
2445;kujugajuga;ku;jugajuga;jugajuze;ze;;0;NULL;NULL;;;;;0;;NULL
2446;injugujugu;in;jugujugu;;;in;1;9;10;;;;;0;;NULL
2447;kujugunya;ku;jugunya;jugunye;nye;;0;NULL;NULL;;;;;0;;NULL
2448;kujugunyika;ku;jugunyika;jugunyitse;tse;;0;NULL;NULL;;;;;0;;NULL
2449;ikijuju;iki;juju;;;ibi;1;7;8;;;;;0;;NULL
2450;kujujuta;ku;jujuta;jujuse;se;;0;NULL;NULL;;;;;0;;NULL
2451;kujujutisha;ku;jujutisha;jujutishije;shije;;0;NULL;NULL;;;;;0;;NULL
2452;kujumarara;ku;jumarara;jumaraye;ye;;0;NULL;NULL;;;;;0;;NULL
2454;umujumbu;umu;jumbu;;;imi;1;3;4;;;;;0;;NULL
2455;ijunja;i;junja;;;ama;1;5;6;;;;;0;;NULL
2456;kujuragira;ku;juragira;juragiye;ye;;0;NULL;NULL;;;;;0;;NULL
2457;kujuragirika;ku;juragirika;juragiritse;tse;;0;NULL;NULL;;;;;0;;NULL
2458;kujuragiza;ku;juragiza;juragije;je;;0;NULL;NULL;;;;;0;;NULL
2459;kujurajura;ku;jurajura;jurajuye;ye;;0;NULL;NULL;;;;;0;;NULL
2460;injurajuzi;in;jurajuzi;;;in;1;9;10;;;;;0;;NULL
2461;ijuru;i;juru;;;ama;1;5;6;;;;;0;;NULL
2462;ijwi;i;jwi;;;ama;1;5;6;;;;;0;;NULL
2463;kujwigira;ku;jwigira;jwigiye;ye;;0;NULL;NULL;;;;;0;;NULL
2464;muka;mu;ka;;;;1;1;2;;;;;0;;NULL
2465;inka;in;ka;;;in;1;9;10;;;;;0;;NULL
2466;gukaba;gu;kaba;kavye;vye;;0;NULL;NULL;;;;;0;;NULL
2467;gukaba;gu;kaba;kavye;vye;;0;NULL;NULL;;;;;0;;NULL
2468;gukabakaba;gu;kabakaba;kabakavye;vye;;0;NULL;NULL;;;;;0;;NULL
2469;gukabika;gu;kabika;kabitse;tse;;0;NULL;NULL;;;;;0;;NULL
2470;gukabirana;gu;kabirana;kabiranye;nye;;0;NULL;NULL;;;;;0;;NULL
2471;Kabozambuba;;Kabozambuba;;;;1;NULL;NULL;;;;;0;;NULL
2472;gukacakaca;gu;kacakaca;kacakace;ce;;0;NULL;NULL;;;;;0;;NULL
2473;gukacagira;gu;kacagira;kacagiye;ye;;0;NULL;NULL;;;;;0;;NULL
2474;gukaka;gu;kaka;katse;tse;;0;NULL;NULL;;;;;0;;NULL
2475;gukakagura;gu;kakagura;kakaguye;ye;;0;NULL;NULL;;;;;0;;NULL
2476;gukakama;gu;kakama;kakamye;mye;;0;NULL;NULL;;;;;0;;NULL
2477;gukakamisha;gu;kakamisha;kakamishije;shije;;0;NULL;NULL;;;;;0;;NULL
2478;umukakampiri;umu;kakampiri;;;imi;1;3;4;;;;;0;;NULL
2479;gukakura;gu;kakura;kakuye;ye;;0;NULL;NULL;;;;;0;;NULL
2480;gukama;gu;kama;kamye;mye;;0;NULL;NULL;;;;;0;;NULL
2481;gukama;gu;kama;kamye;mye;;0;NULL;NULL;;;;;0;;NULL
2482;umukama;umu;kama;;;aba;1;1;2;;;;;0;;NULL
2483;gukamagura;gu;kamagura;kamaguye;ye;;0;NULL;NULL;;;;;0;;NULL
2484;umukamakare;umu;kamakare;;;aba;1;1;2;;;;;0;;NULL
2485;gukamangana;gu;kamangana;kamanganye;nye;;0;NULL;NULL;;;;;0;;NULL
2486;kamaramagambo;;kamaramagambo;;;;1;1;2;;;;;0;;NULL
2487;gukamba;gu;kamba;kamvye;mvye;;0;NULL;NULL;;;;;0;;NULL
2488;inkamba;in;kamba;;;in;1;9;10;;;;;0;;NULL
2489;gukambakamba;gu;kambakamba;kambakamvye;mvye;;0;NULL;NULL;;;;;0;;NULL
2490;ubukame;ubu;kame;;;;1;14;NULL;;;;;1;;NULL
2491;gukamira;gu;kamira;kamiye;ye;;0;NULL;NULL;;;;;0;;NULL
2492;gukamisha;gu;kamisha;kamishije;shije;;0;NULL;NULL;;;;;0;;NULL
2493;gukamuka;gu;kamuka;kamutse;tse;;0;NULL;NULL;;;;;0;;NULL
2494;gukamura;gu;kamura;kamuye;ye;;0;NULL;NULL;;;;;0;;NULL
2495;gukamurura;gu;kamurura;kamuruye;ye;;0;NULL;NULL;;;;;0;;NULL
2496;gukamwa;gu;kamwa;kamwe;mwe;;0;NULL;NULL;;;;;0;;NULL
2497;gukamya;gu;kamya;kamije;mije;;0;NULL;NULL;;;;;0;;NULL
2498;umukamyi;umu;kamyi;;;aba;1;1;2;;;;;0;;NULL
2499;gukana;gu;kana;kanye;nye;;0;NULL;NULL;;;;;0;;NULL
2500;gukanaguza;gu;kanaguza;kanaguje;je;;0;NULL;NULL;;;;;0;;NULL
2501;gukanda;gu;kanda;kanze;nze;;0;NULL;NULL;;;;;0;;NULL
2502;umukanda;umu;kanda;;;imi;1;3;4;;;;;0;;NULL
2503;ikanda;i;kanda;;;ama;1;5;6;;;;;0;;NULL
